location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million
Argentina,ARG,12/29/2020,700,,,,,0,,,
Argentina,ARG,12/30/2020,,,,,15656,,,,346
Argentina,ARG,12/31/2020,32013,,,,15656,0.07,,,346
Argentina,ARG,1/1/2021,,,,,11070,,,,245
Argentina,ARG,1/2/2021,,,,,8776,,,,194
Argentina,ARG,1/3/2021,,,,,7400,,,,164
Argentina,ARG,1/4/2021,39599,,,,6483,0.09,,,143
Argentina,ARG,1/5/2021,,,,,7984,,,,177
Argentina,ARG,1/6/2021,,,,,8173,,,,181
Argentina,ARG,1/7/2021,,,,,8363,,,,185
Argentina,ARG,1/8/2021,107542,,,,10519,0.24,,,233
Argentina,ARG,1/9/2021,,,,,11942,,,,264
Argentina,ARG,1/10/2021,,,,,13365,,,,296
Argentina,ARG,1/11/2021,,,,,14788,,,,327
Argentina,ARG,1/12/2021,,,,,14056,,,,311
Argentina,ARG,1/13/2021,166833,,,,13323,0.37,,,295
Argentina,ARG,1/14/2021,,,,,13320,,,,295
Argentina,ARG,1/15/2021,200759,,,,13317,0.44,,,295
Argentina,ARG,1/16/2021,,,,,12971,,,,287
Argentina,ARG,1/17/2021,,,,,12624,,,,279
Argentina,ARG,1/18/2021,,,,,12278,,,,272
Argentina,ARG,1/19/2021,,,,,11932,,,,264
Argentina,ARG,1/20/2021,247933,243539,4394,,11586,0.55,0.54,0.01,256
Argentina,ARG,1/21/2021,265724,249372,16352,17791,11704,0.59,0.55,0.04,259
Argentina,ARG,1/22/2021,279602,254456,25146,13878,11263,0.62,0.56,0.06,249
Argentina,ARG,1/23/2021,288064,258876,29188,8462,11124,0.64,0.57,0.06,246
Argentina,ARG,1/24/2021,292023,260036,31987,3959,10342,0.65,0.58,0.07,229
Argentina,ARG,1/25/2021,292386,260122,32264,363,9046,0.65,0.58,0.07,200
Argentina,ARG,1/26/2021,305880,266969,38911,13494,9626,0.68,0.59,0.09,213
Austria,AUT,1/5/2021,8360,8360,,,,0.09,0.09,,
Austria,AUT,1/6/2021,,,,,3368,,,,374
Austria,AUT,1/7/2021,15095,15095,,,3368,0.17,0.17,,374
Austria,AUT,1/8/2021,30150,30150,,15055,7263,0.33,0.33,,806
Austria,AUT,1/9/2021,31525,31525,,1375,5791,0.35,0.35,,643
Austria,AUT,1/10/2021,31885,31885,,360,4705,0.35,0.35,,522
Austria,AUT,1/11/2021,38545,38545,,6660,5031,0.43,0.43,,559
Austria,AUT,1/12/2021,52925,52925,,14380,6366,0.59,0.59,,707
Austria,AUT,1/13/2021,63280,63280,,10355,7365,0.7,0.7,,818
Austria,AUT,1/14/2021,74100,74100,,10820,8429,0.82,0.82,,936
Austria,AUT,1/15/2021,84380,84380,,10280,7747,0.94,0.94,,860
Austria,AUT,1/16/2021,87195,87195,,2815,7953,0.97,0.97,,883
Austria,AUT,1/17/2021,102790,102790,,15595,10129,1.14,1.14,,1125
Austria,AUT,1/18/2021,,,,,11852,,,,1316
Austria,AUT,1/19/2021,140232,140232,,,12472,1.56,1.56,,1385
Austria,AUT,1/20/2021,150703,150703,,10471,12489,1.67,1.67,,1387
Austria,AUT,1/21/2021,161965,161965,,11262,12552,1.8,1.8,,1394
Austria,AUT,1/22/2021,166956,166956,,4991,11797,1.85,1.85,,1310
Austria,AUT,1/23/2021,169549,169549,,2593,11765,1.88,1.88,,1306
Austria,AUT,1/24/2021,170144,170144,,595,9622,1.89,1.89,,1068
Austria,AUT,1/25/2021,,,,,8055,,,,894
Austria,AUT,1/26/2021,185643,185643,,,6487,2.06,2.06,,720
Bahrain,BHR,12/23/2020,38965,38965,,,,2.29,2.29,,
Bahrain,BHR,12/24/2020,50071,50071,,11106,11106,2.94,2.94,,6527
Bahrain,BHR,12/25/2020,50543,50543,,472,5789,2.97,2.97,,3402
Bahrain,BHR,12/26/2020,51556,51556,,1013,4197,3.03,3.03,,2467
Bahrain,BHR,12/27/2020,53614,53614,,2058,3662,3.15,3.15,,2152
Bahrain,BHR,12/28/2020,55014,55014,,1400,3210,3.23,3.23,,1886
Bahrain,BHR,12/29/2020,56041,56041,,1027,2846,3.29,3.29,,1673
Bahrain,BHR,12/30/2020,57317,57317,,1276,2622,3.37,3.37,,1541
Bahrain,BHR,12/31/2020,58643,58643,,1326,1225,3.45,3.45,,720
Bahrain,BHR,1/1/2021,59351,59351,,708,1258,3.49,3.49,,739
Bahrain,BHR,1/2/2021,60097,60097,,746,1220,3.53,3.53,,717
Bahrain,BHR,1/3/2021,60689,60689,,592,1011,3.57,3.57,,594
Bahrain,BHR,1/4/2021,61612,61612,,923,943,3.62,3.62,,554
Bahrain,BHR,1/5/2021,63893,63893,,2281,1122,3.75,3.75,,659
Bahrain,BHR,1/6/2021,68472,68472,,4579,1594,4.02,4.02,,937
Bahrain,BHR,1/7/2021,72239,72239,,3767,1942,4.25,4.25,,1141
Bahrain,BHR,1/8/2021,78291,78291,,6052,2706,4.6,4.6,,1590
Bahrain,BHR,1/9/2021,84157,84157,,5866,3437,4.95,4.95,,2020
Bahrain,BHR,1/10/2021,89250,89250,,5093,4080,5.25,5.25,,2398
Bahrain,BHR,1/11/2021,92598,92598,,3348,4427,5.44,5.44,,2602
Bahrain,BHR,1/12/2021,97776,97776,,5178,4840,5.75,5.75,,2844
Bahrain,BHR,1/13/2021,101363,101363,,3587,4699,5.96,5.96,,2762
Bahrain,BHR,1/14/2021,109566,109566,,8203,5332,6.44,6.44,,3134
Bahrain,BHR,1/15/2021,122819,122819,,13253,6361,7.22,7.22,,3738
Bahrain,BHR,1/16/2021,137159,137159,,14340,7572,8.06,8.06,,4450
Bahrain,BHR,1/17/2021,141563,141563,,4404,7473,8.32,8.32,,4392
Bahrain,BHR,1/18/2021,142831,142831,,1268,7176,8.39,8.39,,4217
Bahrain,BHR,1/19/2021,143596,143596,,765,6546,8.44,8.44,,3847
Bahrain,BHR,1/20/2021,144130,144130,,534,6110,8.47,8.47,,3591
Belgium,BEL,12/28/2020,298,298,,,,0,0,,
Belgium,BEL,12/29/2020,299,299,,1,1,0,0,,0
Belgium,BEL,12/30/2020,778,778,,479,240,0.01,0.01,,21
Belgium,BEL,12/31/2020,787,787,,9,163,0.01,0.01,,14
Belgium,BEL,1/1/2021,,,,,122,,,,11
Belgium,BEL,1/2/2021,,,,,98,,,,8
Belgium,BEL,1/3/2021,,,,,82,,,,7
Belgium,BEL,1/4/2021,788,788,,,70,0.01,0.01,,6
Belgium,BEL,1/5/2021,2286,2286,,1498,284,0.02,0.02,,25
Belgium,BEL,1/6/2021,6056,6056,,3770,754,0.05,0.05,,65
Belgium,BEL,1/7/2021,14079,14079,,8023,1899,0.12,0.12,,164
Belgium,BEL,1/8/2021,23134,23134,,9055,3192,0.2,0.2,,275
Belgium,BEL,1/9/2021,26310,26310,,3176,3646,0.23,0.23,,315
Belgium,BEL,1/10/2021,26703,26703,,393,3702,0.23,0.23,,319
Belgium,BEL,1/11/2021,32067,32067,,5364,4468,0.28,0.28,,386
Belgium,BEL,1/12/2021,47025,47025,,14958,6391,0.41,0.41,,551
Belgium,BEL,1/13/2021,66827,66827,,19802,8682,0.58,0.58,,749
Belgium,BEL,1/14/2021,87490,87490,,20663,10487,0.75,0.75,,905
Belgium,BEL,1/15/2021,108881,108881,,21391,12250,0.94,0.94,,1057
Belgium,BEL,1/16/2021,113716,113716,,4835,12487,0.98,0.98,,1077
Belgium,BEL,1/17/2021,116558,116558,,2842,12836,1.01,1.01,,1108
Belgium,BEL,1/18/2021,126398,126289,109,9840,13476,1.09,1.09,0,1163
Belgium,BEL,1/19/2021,143470,143189,281,17072,13778,1.24,1.24,0,1189
Belgium,BEL,1/20/2021,159794,159149,645,16324,13281,1.38,1.37,0.01,1146
Belgium,BEL,1/21/2021,181496,180851,645,21702,13429,1.57,1.56,0.01,1159
Belgium,BEL,1/22/2021,203218,202542,676,21722,13477,1.75,1.75,0.01,1163
Belgium,BEL,1/23/2021,208568,207885,683,5350,13550,1.8,1.79,0.01,1169
Belgium,BEL,1/24/2021,209869,209186,683,1301,13330,1.81,1.8,0.01,1150
Belgium,BEL,1/25/2021,213301,212618,683,3432,12415,1.84,1.83,0.01,1071
Bermuda,BMU,1/10/2021,0,0,,,,0,0,,
Bermuda,BMU,1/11/2021,,,,,278,,,,4464
Bermuda,BMU,1/12/2021,,,,,278,,,,4464
Bermuda,BMU,1/13/2021,,,,,278,,,,4464
Bermuda,BMU,1/14/2021,,,,,278,,,,4464
Bermuda,BMU,1/15/2021,,,,,278,,,,4464
Bermuda,BMU,1/16/2021,1665,1665,,,278,2.67,2.67,,4464
Brazil,BRA,1/16/2021,0,0,,,,0,0,,
Brazil,BRA,1/17/2021,112,112,,112,112,0,0,,1
Brazil,BRA,1/18/2021,1109,1109,,997,554,0,0,,3
Brazil,BRA,1/19/2021,11470,11470,,10361,3823,0.01,0.01,,18
Brazil,BRA,1/20/2021,28543,28543,,17073,7136,0.01,0.01,,34
Brazil,BRA,1/21/2021,136519,136519,,107976,27304,0.06,0.06,,128
Brazil,BRA,1/22/2021,245877,245877,,109358,40980,0.12,0.12,,193
Brazil,BRA,1/23/2021,537774,537774,,291897,76825,0.25,0.25,,361
Brazil,BRA,1/24/2021,604722,604722,,66948,86373,0.28,0.28,,406
Brazil,BRA,1/25/2021,700608,700608,,95886,99928,0.33,0.33,,470
Brazil,BRA,1/26/2021,848883,848883,,148275,119630,0.4,0.4,,563
Bulgaria,BGR,12/29/2020,1719,1719,,,,0.02,0.02,,
Bulgaria,BGR,12/30/2020,4608,4608,,2889,2889,0.07,0.07,,416
Bulgaria,BGR,12/31/2020,,,,,1477,,,,213
Bulgaria,BGR,1/1/2021,4739,4739,,,1007,0.07,0.07,,145
Bulgaria,BGR,1/2/2021,,,,,799,,,,115
Bulgaria,BGR,1/3/2021,,,,,675,,,,97
Bulgaria,BGR,1/4/2021,,,,,592,,,,85
Bulgaria,BGR,1/5/2021,5448,5448,,,533,0.08,0.08,,77
Bulgaria,BGR,1/6/2021,7913,7913,,2465,472,0.11,0.11,,68
Bulgaria,BGR,1/7/2021,11117,11117,,3204,920,0.16,0.16,,132
Bulgaria,BGR,1/8/2021,13355,13355,,2238,1231,0.19,0.19,,177
Bulgaria,BGR,1/9/2021,13473,13473,,118,1222,0.19,0.19,,176
Bulgaria,BGR,1/10/2021,,,,,1246,,,,179
Bulgaria,BGR,1/11/2021,14161,14161,,,1270,0.2,0.2,,183
Bulgaria,BGR,1/12/2021,15780,15780,,1619,1476,0.23,0.23,,212
Bulgaria,BGR,1/13/2021,17038,17038,,1258,1304,0.25,0.25,,188
Bulgaria,BGR,1/14/2021,17686,17686,,648,938,0.25,0.25,,135
Bulgaria,BGR,1/15/2021,18126,18126,,440,682,0.26,0.26,,98
Bulgaria,BGR,1/16/2021,18332,18332,,206,694,0.26,0.26,,100
Bulgaria,BGR,1/17/2021,18453,18453,,121,662,0.27,0.27,,95
Bulgaria,BGR,1/18/2021,19638,18524,1114,1185,782,0.28,0.27,0.02,113
Bulgaria,BGR,1/19/2021,22226,19058,3168,2588,921,0.32,0.27,0.05,133
Bulgaria,BGR,1/20/2021,24127,19834,4293,1901,1013,0.35,0.29,0.06,146
Bulgaria,BGR,1/21/2021,25251,20719,4532,1124,1081,0.36,0.3,0.07,156
Bulgaria,BGR,1/22/2021,26101,21496,4605,850,1139,0.38,0.31,0.07,164
Bulgaria,BGR,1/23/2021,26119,21509,4610,18,1112,0.38,0.31,0.07,160
Bulgaria,BGR,1/24/2021,26143,21533,4610,24,1099,0.38,0.31,0.07,158
Bulgaria,BGR,1/25/2021,26798,22129,4669,655,1023,0.39,0.32,0.07,147
Bulgaria,BGR,1/26/2021,29122,23667,5455,2324,985,0.42,0.34,0.08,142
Canada,CAN,12/14/2020,297,297,,,,0,0,,
Canada,CAN,12/15/2020,1163,1163,,866,866,0,0,,23
Canada,CAN,12/16/2020,3683,3683,,2520,1693,0.01,0.01,,45
Canada,CAN,12/17/2020,7201,7201,,3518,2301,0.02,0.02,,61
Canada,CAN,12/18/2020,10615,10615,,3414,2580,0.03,0.03,,68
Canada,CAN,12/19/2020,11894,11894,,1279,2319,0.03,0.03,,61
Canada,CAN,12/20/2020,14492,14492,,2598,2366,0.04,0.04,,63
Canada,CAN,12/21/2020,20866,20866,,6374,2938,0.06,0.06,,78
Canada,CAN,12/22/2020,26287,26287,,5421,3589,0.07,0.07,,95
Canada,CAN,12/23/2020,35089,35089,,8802,4487,0.09,0.09,,119
Canada,CAN,12/24/2020,45398,45398,,10309,5457,0.12,0.12,,145
Canada,CAN,12/25/2020,45700,45700,,302,5012,0.12,0.12,,133
Canada,CAN,12/26/2020,48719,48719,,3019,5261,0.13,0.13,,139
Canada,CAN,12/27/2020,52280,52280,,3561,5398,0.14,0.14,,143
Canada,CAN,12/28/2020,59449,59449,,7169,5512,0.16,0.16,,146
Canada,CAN,12/29/2020,70749,70749,,11300,6352,0.19,0.19,,168
Canada,CAN,12/30/2020,79482,79482,,8733,6342,0.21,0.21,,168
Canada,CAN,12/31/2020,95832,95832,,16350,7205,0.25,0.25,,191
Canada,CAN,1/1/2021,104347,104347,,8515,8378,0.28,0.28,,222
Canada,CAN,1/2/2021,112425,112425,,8078,9101,0.3,0.3,,241
Canada,CAN,1/3/2021,117727,117727,,5302,9350,0.31,0.31,,248
Canada,CAN,1/4/2021,136759,136759,,19032,11044,0.36,0.36,,293
Canada,CAN,1/5/2021,155527,155527,,18768,12111,0.41,0.41,,321
Canada,CAN,1/6/2021,183690,183690,,28163,14887,0.49,0.49,,394
Canada,CAN,1/7/2021,219464,219464,,35774,17662,0.58,0.58,,468
Canada,CAN,1/8/2021,261234,261234,,41770,22412,0.69,0.69,,594
Canada,CAN,1/9/2021,297352,297352,,36118,26418,0.79,0.79,,700
Canada,CAN,1/10/2021,321049,321049,,23697,29046,0.85,0.85,,770
Canada,CAN,1/11/2021,360160,360160,,39111,31914,0.95,0.95,,846
Canada,CAN,1/12/2021,388493,388493,,28333,33281,1.03,1.03,,882
Canada,CAN,1/13/2021,419209,419209,,30716,33646,1.11,1.11,,891
Canada,CAN,1/14/2021,459492,459492,,40283,34290,1.22,1.22,,909
Canada,CAN,1/15/2021,507687,507687,,48195,35208,1.35,1.35,,933
Canada,CAN,1/16/2021,543291,543291,,35604,35134,1.44,1.44,,931
Canada,CAN,1/17/2021,570742,570742,,27451,35670,1.51,1.51,,945
Canada,CAN,1/18/2021,614666,614666,,43924,36358,1.63,1.63,,963
Canada,CAN,1/19/2021,651139,651139,,36473,37521,1.73,1.73,,994
Canada,CAN,1/20/2021,696242,696242,,45103,39576,1.84,1.84,,1049
Canada,CAN,1/21/2021,738864,738864,,42622,39910,1.96,1.96,,1057
Canada,CAN,1/22/2021,776606,776606,,37742,38417,2.06,2.06,,1018
Canada,CAN,1/23/2021,801238,801238,,24632,36850,2.12,2.12,,976
Canada,CAN,1/24/2021,816451,816451,,15213,35101,2.16,2.16,,930
Canada,CAN,1/25/2021,839949,839949,,23498,32183,2.23,2.23,,853
Canada,CAN,1/26/2021,868454,868454,,28505,31045,2.3,2.3,,823
Chile,CHL,12/24/2020,420,420,,,,0,0,,
Chile,CHL,12/25/2020,5191,5191,,4771,4771,0.03,0.03,,250
Chile,CHL,12/26/2020,8335,8335,,3144,3958,0.04,0.04,,207
Chile,CHL,12/27/2020,8646,8646,,311,2742,0.05,0.05,,143
Chile,CHL,12/28/2020,,,,,2069,,,,108
Chile,CHL,12/29/2020,,,,,1665,,,,87
Chile,CHL,12/30/2020,,,,,1396,,,,73
Chile,CHL,12/31/2020,,,,,1204,,,,63
Chile,CHL,1/1/2021,,,,,530,,,,28
Chile,CHL,1/2/2021,,,,,88,,,,5
Chile,CHL,1/3/2021,,,,,51,,,,3
Chile,CHL,1/4/2021,9051,9051,,,51,0.05,0.05,,3
Chile,CHL,1/5/2021,10494,10494,,1443,250,0.05,0.05,,13
Chile,CHL,1/6/2021,10699,10699,,205,272,0.06,0.06,,14
Chile,CHL,1/7/2021,,,,,344,,,,18
Chile,CHL,1/8/2021,,,,,417,,,,22
Chile,CHL,1/9/2021,,,,,489,,,,26
Chile,CHL,1/10/2021,,,,,562,,,,29
Chile,CHL,1/11/2021,,,,,635,,,,33
Chile,CHL,1/12/2021,,,,,508,,,,27
Chile,CHL,1/13/2021,14612,11743,2869,,559,0.08,0.06,0.02,29
Chile,CHL,1/14/2021,18526,12787,5739,3914,1038,0.1,0.07,0.03,54
Chile,CHL,1/15/2021,21876,13755,8121,3350,1437,0.11,0.07,0.04,75
Chile,CHL,1/16/2021,21937,13766,8171,61,1366,0.11,0.07,0.04,71
Chile,CHL,1/17/2021,21972,13781,8191,35,1291,0.11,0.07,0.04,68
Chile,CHL,1/18/2021,32385,24025,8360,10413,2699,0.17,0.13,0.04,141
Chile,CHL,1/19/2021,50924,42564,8360,18539,5267,0.27,0.22,0.04,276
Chile,CHL,1/20/2021,54036,45676,8360,3112,5632,0.28,0.24,0.04,295
Chile,CHL,1/21/2021,62822,54458,8364,8786,6328,0.33,0.28,0.04,331
Chile,CHL,1/22/2021,63047,54683,8364,225,5882,0.33,0.29,0.04,308
Chile,CHL,1/23/2021,63939,55575,8364,892,6000,0.33,0.29,0.04,314
Chile,CHL,1/24/2021,,,,,6020,,,,315
Chile,CHL,1/25/2021,64286,55798,8488,,4557,0.34,0.29,0.04,238
Chile,CHL,1/26/2021,66569,56551,10018,2283,2235,0.35,0.3,0.05,117
China,CHN,12/15/2020,1500000,1500000,,,,0.1,0.1,,
China,CHN,12/16/2020,,,,,187500,,,,130
China,CHN,12/17/2020,,,,,187500,,,,130
China,CHN,12/18/2020,,,,,187500,,,,130
China,CHN,12/19/2020,,,,,187500,,,,130
China,CHN,12/20/2020,,,,,187500,,,,130
China,CHN,12/21/2020,,,,,187500,,,,130
China,CHN,12/22/2020,,,,,187500,,,,130
China,CHN,12/23/2020,,,,,187500,,,,130
China,CHN,12/24/2020,,,,,187500,,,,130
China,CHN,12/25/2020,,,,,187500,,,,130
China,CHN,12/26/2020,,,,,187500,,,,130
China,CHN,12/27/2020,,,,,187500,,,,130
China,CHN,12/28/2020,,,,,187500,,,,130
China,CHN,12/29/2020,,,,,187500,,,,130
China,CHN,12/30/2020,,,,,187500,,,,130
China,CHN,12/31/2020,4500000,4500000,,,187500,0.31,0.31,,130
China,CHN,1/1/2021,,,,,232143,,,,161
China,CHN,1/2/2021,,,,,276786,,,,192
China,CHN,1/3/2021,,,,,321429,,,,223
China,CHN,1/4/2021,,,,,366071,,,,254
China,CHN,1/5/2021,,,,,410714,,,,285
China,CHN,1/6/2021,,,,,455357,,,,316
China,CHN,1/7/2021,,,,,500000,,,,347
China,CHN,1/8/2021,,,,,500000,,,,347
China,CHN,1/9/2021,9000000,9000000,,,500000,0.63,0.63,,347
China,CHN,1/10/2021,,,,,464286,,,,323
China,CHN,1/11/2021,,,,,428571,,,,298
China,CHN,1/12/2021,,,,,392857,,,,273
China,CHN,1/13/2021,10000000,10000000,,,357143,0.69,0.69,,248
China,CHN,1/14/2021,,,,,387755,,,,269
China,CHN,1/15/2021,,,,,418367,,,,291
China,CHN,1/16/2021,,,,,448980,,,,312
China,CHN,1/17/2021,,,,,515306,,,,358
China,CHN,1/18/2021,,,,,581633,,,,404
China,CHN,1/19/2021,,,,,647959,,,,450
China,CHN,1/20/2021,15000000,15000000,,,714286,1.04,1.04,,496
Costa Rica,CRI,12/24/2020,55,,,,,0,,,
Costa Rica,CRI,12/25/2020,,,,,240,,,,47
Costa Rica,CRI,12/26/2020,,,,,240,,,,47
Costa Rica,CRI,12/27/2020,,,,,240,,,,47
Costa Rica,CRI,12/28/2020,,,,,240,,,,47
Costa Rica,CRI,12/29/2020,,,,,240,,,,47
Costa Rica,CRI,12/30/2020,,,,,240,,,,47
Costa Rica,CRI,12/31/2020,,,,,240,,,,47
Costa Rica,CRI,1/1/2021,,,,,240,,,,47
Costa Rica,CRI,1/2/2021,,,,,240,,,,47
Costa Rica,CRI,1/3/2021,2455,,,,240,0.05,,,47
Costa Rica,CRI,1/4/2021,,,,,414,,,,81
Costa Rica,CRI,1/5/2021,,,,,588,,,,115
Costa Rica,CRI,1/6/2021,,,,,763,,,,150
Costa Rica,CRI,1/7/2021,,,,,937,,,,184
Costa Rica,CRI,1/8/2021,9751,,,,1111,0.19,,,218
Costa Rica,CRI,1/9/2021,,,,,1385,,,,272
Costa Rica,CRI,1/10/2021,,,,,1659,,,,326
Costa Rica,CRI,1/11/2021,,,,,1759,,,,345
Costa Rica,CRI,1/12/2021,,,,,1859,,,,365
Costa Rica,CRI,1/13/2021,,,,,1959,,,,385
Costa Rica,CRI,1/14/2021,,,,,2058,,,,404
Costa Rica,CRI,1/15/2021,24859,24804,55,,2158,0.49,0.49,0,424
Costa Rica,CRI,1/16/2021,,,,,2066,,,,406
Costa Rica,CRI,1/17/2021,,,,,1973,,,,387
Costa Rica,CRI,1/18/2021,29389,29257,132,,1880,0.58,0.57,0,369
Costa Rica,CRI,1/19/2021,,,,,1955,,,,384
Costa Rica,CRI,1/20/2021,,,,,2029,,,,398
Costa Rica,CRI,1/21/2021,,,,,2103,,,,413
Costa Rica,CRI,1/22/2021,,,,,2177,,,,427
Costa Rica,CRI,1/23/2021,,,,,2344,,,,460
Costa Rica,CRI,1/24/2021,,,,,2510,,,,493
Costa Rica,CRI,1/25/2021,48128,45707,2421,,2677,0.94,0.9,0.05,526
Croatia,HRV,12/30/2020,7864,7864,,,,0.19,0.19,,
Croatia,HRV,12/31/2020,,,,,1105,,,,269
Croatia,HRV,1/1/2021,,,,,1105,,,,269
Croatia,HRV,1/2/2021,,,,,1105,,,,269
Croatia,HRV,1/3/2021,12285,12285,,,1105,0.3,0.3,,269
Croatia,HRV,1/4/2021,,,,,1036,,,,252
Croatia,HRV,1/5/2021,13798,13798,,,989,0.34,0.34,,241
Croatia,HRV,1/6/2021,,,,,1334,,,,325
Croatia,HRV,1/7/2021,20603,20603,,,1662,0.5,0.5,,405
Croatia,HRV,1/8/2021,24985,24985,,4382,2130,0.61,0.61,,519
Croatia,HRV,1/9/2021,30000,30000,,5015,2689,0.73,0.73,,655
Croatia,HRV,1/10/2021,,,,,2693,,,,656
Croatia,HRV,1/11/2021,,,,,2748,,,,669
Croatia,HRV,1/12/2021,,,,,2802,,,,683
Croatia,HRV,1/13/2021,34553,34553,,,2479,0.84,0.84,,604
Croatia,HRV,1/14/2021,38000,38000,,3447,2485,0.93,0.93,,605
Croatia,HRV,1/15/2021,41532,41532,,3532,2364,1.01,1.01,,576
Croatia,HRV,1/16/2021,45906,45906,,4374,2272,1.12,1.12,,553
Croatia,HRV,1/17/2021,,,,,2510,,,,611
Croatia,HRV,1/18/2021,,,,,2747,,,,669
Croatia,HRV,1/19/2021,54304,54304,,,2984,1.32,1.32,,727
Croatia,HRV,1/20/2021,,,,,3329,,,,811
Croatia,HRV,1/21/2021,,,,,3343,,,,814
Croatia,HRV,1/22/2021,64951,,,,3346,1.58,,,815
Croatia,HRV,1/23/2021,,,,,2960,,,,721
Croatia,HRV,1/24/2021,,,,,2800,,,,682
Croatia,HRV,1/25/2021,69984,58077,11907,,2640,1.7,1.41,0.29,643
Cyprus,CYP,1/6/2021,3901,,,,,0.45,,,
Cyprus,CYP,1/7/2021,,,,,534,,,,610
Cyprus,CYP,1/8/2021,,,,,534,,,,610
Cyprus,CYP,1/9/2021,,,,,534,,,,610
Cyprus,CYP,1/10/2021,6035,,,,534,0.69,,,610
Cyprus,CYP,1/11/2021,,,,,594,,,,678
Cyprus,CYP,1/12/2021,,,,,635,,,,725
Cyprus,CYP,1/13/2021,,,,,664,,,,758
Cyprus,CYP,1/14/2021,,,,,708,,,,808
Cyprus,CYP,1/15/2021,10226,,,,751,1.17,,,857
Cyprus,CYP,1/16/2021,,,,,821,,,,937
Cyprus,CYP,1/17/2021,,,,,891,,,,1017
Cyprus,CYP,1/18/2021,,,,,917,,,,1047
Cyprus,CYP,1/19/2021,,,,,943,,,,1077
Cyprus,CYP,1/20/2021,,,,,969,,,,1106
Cyprus,CYP,1/21/2021,,,,,996,,,,1137
Cyprus,CYP,1/22/2021,17379,15322,2057,,1022,1.98,1.75,0.23,1167
Czechia,CZE,12/27/2020,1250,1250,,,,0.01,0.01,,
Czechia,CZE,12/28/2020,3532,3532,,2282,2282,0.03,0.03,,213
Czechia,CZE,12/29/2020,6966,6966,,3434,2858,0.07,0.07,,267
Czechia,CZE,12/30/2020,10415,10415,,3449,3055,0.1,0.1,,285
Czechia,CZE,12/31/2020,11714,11714,,1299,2616,0.11,0.11,,244
Czechia,CZE,1/1/2021,11976,11976,,262,2145,0.11,0.11,,200
Czechia,CZE,1/2/2021,13223,13223,,1247,1996,0.12,0.12,,186
Czechia,CZE,1/3/2021,14131,14131,,908,1840,0.13,0.13,,172
Czechia,CZE,1/4/2021,17667,17667,,3536,2019,0.16,0.16,,189
Czechia,CZE,1/5/2021,22134,22134,,4467,2167,0.21,0.21,,202
Czechia,CZE,1/6/2021,27712,27712,,5578,2471,0.26,0.26,,231
Czechia,CZE,1/7/2021,35473,35473,,7761,3394,0.33,0.33,,317
Czechia,CZE,1/8/2021,45330,45330,,9857,4765,0.42,0.42,,445
Czechia,CZE,1/9/2021,47296,47296,,1966,4868,0.44,0.44,,455
Czechia,CZE,1/10/2021,48986,48986,,1690,4979,0.46,0.46,,465
Czechia,CZE,1/11/2021,58504,58504,,9518,5834,0.55,0.55,,545
Czechia,CZE,1/12/2021,71442,71442,,12938,7044,0.67,0.67,,658
Czechia,CZE,1/13/2021,84706,84706,,13264,8142,0.79,0.79,,760
Czechia,CZE,1/14/2021,99296,99296,,14590,9118,0.93,0.93,,851
Czechia,CZE,1/15/2021,112639,112639,,13343,9616,1.05,1.05,,898
Czechia,CZE,1/16/2021,115934,115934,,3295,9805,1.08,1.08,,916
Czechia,CZE,1/17/2021,118971,118349,622,3037,9998,1.11,1.11,0.01,934
Czechia,CZE,1/18/2021,132504,130111,2393,13533,10571,1.24,1.21,0.02,987
Czechia,CZE,1/19/2021,147121,142057,5064,14617,10811,1.37,1.33,0.05,1010
Czechia,CZE,1/20/2021,161863,154246,7617,14742,11022,1.51,1.44,0.07,1029
Czechia,CZE,1/21/2021,177945,168627,9318,16082,11236,1.66,1.57,0.09,1049
Czechia,CZE,1/22/2021,192783,182476,10307,14838,11449,1.8,1.7,0.1,1069
Czechia,CZE,1/23/2021,196381,185262,11119,3598,11492,1.83,1.73,0.1,1073
Czechia,CZE,1/24/2021,198917,187234,11683,2536,11421,1.86,1.75,0.11,1066
Czechia,CZE,1/25/2021,210347,196059,14288,11430,11120,1.96,1.83,0.13,1038
Czechia,CZE,1/26/2021,222450,204828,17622,12103,10761,2.08,1.91,0.16,1005
Denmark,DNK,12/27/2020,6631,6631,,,,0.11,0.11,,
Denmark,DNK,12/28/2020,8625,8625,,1994,1994,0.15,0.15,,344
Denmark,DNK,12/29/2020,17707,17707,,9082,5538,0.31,0.31,,956
Denmark,DNK,12/30/2020,29245,29245,,11538,7538,0.5,0.5,,1301
Denmark,DNK,12/31/2020,35569,35569,,6324,7234,0.61,0.61,,1249
Denmark,DNK,1/1/2021,37951,37951,,2382,6264,0.66,0.66,,1081
Denmark,DNK,1/2/2021,46967,46967,,9016,6723,0.81,0.81,,1161
Denmark,DNK,1/3/2021,53018,53018,,6051,6627,0.92,0.92,,1144
Denmark,DNK,1/4/2021,55447,55447,,2429,6689,0.96,0.96,,1155
Denmark,DNK,1/5/2021,68984,68984,,13537,7325,1.19,1.19,,1265
